id,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price_type,square_feet,address,cityname,state,latitude,longitude,price
8019,"Clubhouse,Parking,Pool",1.0,2.0,,,,911.0,,Parker,CO,39.5163,-104.6626,1400.0
8020,Wood Floors,,3.0,Yes,,,,,Somerville,MA,42.3895,-71.1039,2400.0
8021,"Dishwasher,Parking,Pool",1.0,1.0,Thumbnail,,Monthly,625.0,2800 Barton Bluff Lane,,TX,30.3054,-97.7497,1403.0
8022,,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1266.0,8215 S.W 72nd Avenue,Miami,FL,25.7028,-80.2974,3107.0
8023,,1.0,2.0,Yes,"Cats,Dogs",,499.0,,Cincinnati,OH,39.1054,-84.5022,1255.0
8024,"Gym,Hot Tub,Pool",,,Yes,,Monthly,820.0,,Los Angeles,CA,34.0628,-118.2754,1989.0
8025,,1.0,1.0,No,,Monthly,710.0,,Woodbridge,NJ,40.5574,-74.2855,1215.0
8026,"Cable or Satellite,Dishwasher,Gym,Parking,Playground,Refrigerator,Washer Dryer",1.0,2.0,Yes,"Cats,Dogs",Monthly,720.0,,Las Vegas,NV,36.1198,-115.0497,735.0
8027,"Gym,Playground,Pool,Washer Dryer",2.0,2.0,Yes,,Monthly,1200.0,,Marietta,GA,33.9351,-84.5289,1144.0
8028,"Parking,Patio/Deck,Tennis",2.0,2.0,No,,,1104.0,,Broadway,NC,35.4569,-79.0546,983.0
8029,"AC,Cable or Satellite,Gated,Gym",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,776.0,,Coraopolis,PA,40.5059,-80.1869,1119.0
8030,,,3.0,No,,,1735.0,,Anna,TX,33.3451,-96.5754,1500.0
8031,Pool,,2.0,Yes,,Monthly,1237.0,,,,39.593,-105.1386,2040.0
8032,"Parking,Patio/Deck,Pool",2.0,2.0,Yes,,Monthly,,,Fort Collins,CO,40.5853,-105.0839,1595.0
8033,Wood Floors,1.0,2.0,Yes,,Monthly,,,,NJ,40.7667,-74.0295,1525.0
8034,"Gym,Patio/Deck,Pool,Wood Floors",2.0,3.0,Thumbnail,"Cats,Dogs",Monthly,,,Richardson,TX,32.9924,-96.6821,2834.0
8035,"Dishwasher,Fireplace,Patio/Deck",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,540.0,1340 W 26th Avenue,,AK,61.1723,-149.8414,920.0
8036,"Gym,Parking,Patio/Deck,Storage,Washer Dryer",1.0,,Thumbnail,,Monthly,517.0,,Denver,CO,39.7305,-104.9549,1395.0
8037,"AC,Cable or Satellite,Dishwasher,Patio/Deck,Refrigerator,Storage,Washer Dryer",3.0,3.0,Thumbnail,"Cats,Dogs",Monthly,1965.0,,Fargo,ND,46.8201,-96.808,1695.0
8038,"AC,Dishwasher,Parking,Playground",1.0,1.0,Yes,,Monthly,468.0,,Manchester,NH,42.9833,-71.4574,1079.0
8039,"Parking,Patio/Deck,Storage",2.0,3.0,Thumbnail,,Monthly,1100.0,,,,36.0334,-79.4909,1050.0
8040,"Fireplace,Gym,Pool",2.0,3.0,Thumbnail,,,1232.0,,West Valley City,,40.7044,-112.0437,1292.0
8041,"AC,Parking,Patio/Deck,Playground,Refrigerator,Wood Floors",1.0,1.0,,,Monthly,750.0,,Freehold,,40.2454,-74.2773,1425.0
8042,"Parking,Storage",,2.0,,,Monthly,1300.0,,Williamsburg,VA,37.327,-76.7583,1529.0
8043,"Basketball,Fireplace,Gym,Patio/Deck,Playground,Pool",1.0,1.0,No,,Monthly,890.0,,Peabody,MA,42.5329,-70.9733,1899.0
8044,"Cable or Satellite,Dishwasher,Fireplace,Gym,Internet Access,Parking,Refrigerator,Tennis,View",2.0,2.0,Yes,"Cats,Dogs",Monthly,,,Marina Del Rey,CA,33.9855,-118.4532,3456.0
8045,Storage,2.0,,Yes,"Cats,Dogs",Monthly,1392.0,,,NV,40.6194,-116.9378,1695.0
8046,"AC,Cable or Satellite,Dishwasher,Patio/Deck,Refrigerator,Storage,Washer Dryer",,3.0,Thumbnail,"Cats,Dogs",Monthly,1842.0,,West Fargo,ND,46.8861,-96.9,1375.0
8047,,1.0,,Yes,,Monthly,576.0,,,FL,27.1035,-82.4073,1020.0
8048,Refrigerator,1.0,,Yes,,Monthly,800.0,,,VA,36.8592,-76.2672,750.0
8049,"AC,Cable or Satellite,Dishwasher,Internet Access,Patio/Deck,Pool,Refrigerator,Washer Dryer",,1.0,No,"Cats,Dogs",Monthly,686.0,,Glen Burnie,MD,39.1627,-76.6354,975.0
8050,"Gym,Pool,Washer Dryer",1.0,,Thumbnail,"Cats,Dogs",Monthly,,,,,36.9608,-86.3717,875.0
8051,"Gym,Parking,Pool",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,752.0,,,MD,39.145,-77.1376,1659.0
8052,Washer Dryer,1.0,1.0,Yes,"Cats,Dogs",Monthly,,,Cary,NC,35.7585,-78.7783,819.0
8053,"Parking,Wood Floors",1.0,2.0,Yes,,Monthly,756.0,,Collingswood,NJ,39.9143,-75.0679,1420.0
8054,,2.0,2.0,,Cats,,998.0,4500 Burbank Dr,Baton Rouge,LA,30.4415,-91.1012,1278.0
8055,"Gym,Patio/Deck,Pool",1.0,,Thumbnail,,Monthly,850.0,,Mebane,NC,36.0913,-79.2861,991.0
8056,"Dishwasher,Parking,Refrigerator,Washer Dryer",1.0,2.0,Thumbnail,,Monthly,,4788 Skyline Road,Salem,OR,44.9545,-123.0072,895.0
8057,"Fireplace,Gym,Patio/Deck,Pool,Tennis,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1097.0,,Henrico,,37.6034,-77.6633,1368.0
8058,Gym,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,,MA,42.7039,-71.1648,2510.0
8059,,2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1246.0,613 N 1st Ave,Iowa City,IA,41.6595,-91.535,1350.0
8060,,2.0,2.0,Yes,,Monthly,1103.0,,Germantown,MD,39.1912,-77.2347,1563.0
8061,Washer Dryer,1.0,1.0,No,"Cats,Dogs",Monthly,614.0,,Los Angeles,,34.053,-118.2637,1985.0
8062,"Cable or Satellite,Gym,Internet Access,Parking,Pool,Washer Dryer",1.0,2.0,,"Cats,Dogs",Monthly,519.0,,Charlotte,,35.2091,-80.858,1279.0
8063,Parking,1.0,1.0,Yes,,,650.0,,Kent,WA,47.3866,-122.2109,1421.0
8064,,1.0,2.0,Thumbnail,,,,,Wareham,MA,41.7501,-70.7101,1800.0
8065,"Gym,Parking,Storage",1.0,1.0,Yes,"Cats,Dogs",Monthly,755.0,,Pittsburgh,PA,40.5007,-80.0667,750.0
8066,,1.0,1.0,Yes,,Monthly,200.0,,Hackensack,,40.8876,-74.0499,1650.0
8067,"Clubhouse,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Washer Dryer",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,,,Lynnwood,,47.8495,-122.2825,1550.0
8068,"Internet Access,Parking,Patio/Deck,Pool,Storage,TV,Washer Dryer",2.0,2.0,Thumbnail,,Monthly,1156.0,,Richmond,,37.5173,-77.5044,1599.0
8069,"AC,Gym,Playground,Pool",1.0,2.0,Thumbnail,,Monthly,,,Cleveland,OH,41.3864,-81.7377,695.0
8070,AC,2.0,3.0,No,,,,,Lehigh Acres,FL,26.6267,-81.6807,800.0
8071,"Fireplace,Parking,Pool,Storage",1.0,1.0,Thumbnail,,Monthly,767.0,8715 W Hwy 71,,TX,30.3054,-97.7497,1264.0
8072,,1.0,1.0,Yes,,,748.0,,,CA,34.1659,-118.1629,2791.0
8073,"Gym,Parking,Pool",1.0,1.0,Yes,"Cats,Dogs",Monthly,841.0,,,OH,41.5442,-83.5976,965.0
8074,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gym,Patio/Deck,Pool,Refrigerator,TV,Washer Dryer",2.0,3.0,Thumbnail,,Monthly,,,Largo,FL,27.8826,-82.7982,1934.0
8075,,,2.0,Yes,"Cats,Dogs",Monthly,,,Decatur,GA,33.7709,-84.2931,1932.0
8076,,1.0,2.0,Yes,,,750.0,,Colorado Springs,CO,38.8565,-104.7149,675.0
8077,"Gym,Patio/Deck,Playground,Pool",1.0,2.0,Yes,,Monthly,1100.0,,,,33.9351,-84.5289,1149.0
8078,"Clubhouse,Gym,Parking,Pool,Storage",1.0,1.0,Thumbnail,,Monthly,820.0,,Dallas,,32.9395,-96.8387,1402.0
8079,,2.0,2.0,Yes,"Cats,Dogs",Monthly,1274.0,,Chapel Hill,,35.9182,-79.1208,1894.0
8080,"Patio/Deck,Washer Dryer",,1.0,Yes,,Monthly,659.0,,Cambridge,MA,42.3739,-71.1155,3030.0
8081,TV,1.0,2.0,Thumbnail,,Monthly,974.0,,Middlesex,NC,35.791,-78.1902,1199.0
8082,"Cable or Satellite,Dishwasher,Elevator,Garbage Disposal,Parking,Patio/Deck,Playground,Refrigerator,Washer Dryer",1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,512.0,,,,47.8409,-122.3346,1156.0
8083,,1.0,1.0,Thumbnail,,Monthly,754.0,,Dallas,TX,32.8123,-96.8146,1129.0
8084,Refrigerator,,,Yes,,Monthly,150.0,,,CA,34.0628,-118.2754,1075.0
8085,Parking,1.0,2.0,,,Monthly,931.0,,District Heights,MD,38.8516,-76.8871,1349.0
8086,"Gym,Parking,Pool,Washer Dryer",1.0,,No,,Monthly,688.0,,Oklahoma City,,35.4751,-97.5035,1259.0
8087,"Gym,Parking,Pool",2.0,,Yes,,Monthly,1163.0,,Perrysburg,OH,41.5442,-83.5976,1215.0
8088,"Fireplace,Gym",2.0,,Yes,,Monthly,1476.0,,Los Angeles,CA,34.0531,-118.2387,4758.0
8089,,3.0,4.0,,Dogs,Monthly,,7625 Hillview Dr,Reno,NV,39.5197,-119.8342,2095.0
8090,"Clubhouse,Fireplace,Gated,Gym,Parking",2.0,2.0,Thumbnail,,,,,Dallas,,32.9455,-96.7962,1415.0
8091,Parking,1.0,1.0,Yes,"Cats,Dogs",Monthly,,,Grapevine,TX,32.9314,-97.0956,1465.0
8092,"AC,Fireplace,Gym,Patio/Deck,Playground,Pool,Storage,Washer Dryer,Wood Floors",,2.0,Yes,"Cats,Dogs",Monthly,960.0,,Alpharetta,GA,34.0299,-84.2425,1140.0
8093,Pool,1.0,1.0,Yes,"Cats,Dogs",Monthly,800.0,,Bethesda,MD,39.0004,-77.1051,2238.0
8094,"Clubhouse,Gated,Pool",2.0,2.0,Yes,,Monthly,988.0,,Wilmington,,33.7908,-118.253,2400.0
8095,"Clubhouse,Gym",1.0,1.0,Thumbnail,,Monthly,,,Dallas,TX,32.9395,-96.8387,1463.0
8096,"Clubhouse,Parking,Patio/Deck,Pool,Storage",2.0,2.0,Thumbnail,,Monthly,1100.0,,Hampton,VA,37.0483,-76.4118,1270.0
8097,"Gym,Hot Tub,Parking,Playground,Pool,Washer Dryer",,2.0,Thumbnail,,Monthly,876.0,,Arlington,,32.6548,-97.1587,1169.0
8098,"AC,Clubhouse,Gym,Hot Tub,Patio/Deck,Pool",1.0,,Thumbnail,,Monthly,804.0,,,TX,32.787,-96.7983,1406.0
8099,"Cable or Satellite,Internet Access,Parking,Patio/Deck",2.0,2.0,Thumbnail,"Cats,Dogs",Monthly,1079.0,,Richmond,,37.5498,-77.4575,2604.0
8100,"Parking,Pool",2.0,,Yes,"Cats,Dogs",Monthly,840.0,,Tyler,,32.3252,-95.2948,505.0
8101,,1.0,,,Cats,Monthly,750.0,9005 9015 Burton Way,Los Angeles,CA,34.0372,-118.2972,2350.0
8102,,1.0,,Thumbnail,,,693.0,,,VA,37.4367,-79.2024,595.0
8103,"AC,Cable or Satellite,Clubhouse,Dishwasher,Gated,Gym,Patio/Deck,Refrigerator",1.0,2.0,Yes,"Cats,Dogs",Monthly,775.0,,,CO,39.7883,-104.8265,1043.0
8104,"AC,Cable or Satellite,Dishwasher,Elevator,Gated,Internet Access,Patio/Deck,Refrigerator,Wood Floors",,3.0,Thumbnail,,Monthly,1415.0,,Los Angeles,CA,34.0283,-118.2813,4295.0
8105,"Parking,Patio/Deck,Storage,Washer Dryer",,2.0,Yes,,Monthly,845.0,,,NH,43.1714,-71.1361,1550.0
8106,"AC,Cable or Satellite,Dishwasher,Playground,Refrigerator,Washer Dryer",,2.0,Yes,"Cats,Dogs",Monthly,705.0,,,NJ,40.6999,-74.3233,1811.0
8107,"Gym,Parking,Pool,Storage",1.0,,,,,,,Denver,CO,39.7821,-104.9641,1809.0
8108,,2.0,2.0,Yes,,,,,Arlington,TX,32.696,-97.0878,1165.0
8109,"Elevator,Gym,Pool",1.0,,,,Monthly,847.0,,Sarasota,,27.2467,-82.4882,1565.0
8110,"Clubhouse,Parking,Pool,Storage,Tennis",1.0,,Thumbnail,"Cats,Dogs",Monthly,1035.0,,,UT,40.6939,-111.9495,1079.0
8111,"Basketball,Gym,Patio/Deck,Pool,Storage",1.0,,Yes,,Monthly,430.0,,New London,CT,41.3498,-72.1062,820.0
8112,"Gym,Pool",2.0,2.0,Yes,,Monthly,1180.0,,Midland Park,NJ,40.9948,-74.1422,3046.0
8113,"Gym,Parking,Pool",1.0,2.0,,,,950.0,,Dayton,,39.6915,-84.1533,800.0
8114,Parking,2.0,,Yes,,Monthly,1719.0,,Aurora,CO,39.6599,-104.837,2350.0
8115,"Clubhouse,Fireplace,Gym,Internet Access,Parking,Pool",1.0,1.0,,,Monthly,689.0,,Burlington,NC,36.0334,-79.4909,900.0
8116,"Dishwasher,Parking,Refrigerator,Storage,Washer Dryer,Wood Floors",,4.0,No,"Cats,Dogs",,1265.0,,Union City,,40.7667,-74.0295,3395.0
8117,"Parking,Storage",1.0,3.0,Thumbnail,,Monthly,999.0,,West Newton,MA,42.3501,-71.2268,2500.0
8118,Tennis,2.0,,,"Cats,Dogs",Monthly,1071.0,,Bradenton,FL,27.4549,-82.6381,1220.0
8119,,1.0,1.0,No,,Monthly,400.0,,,OH,39.1467,-84.5184,620.0
8120,Parking,1.0,1.0,Yes,,Monthly,659.0,,Canton,OH,40.783,-81.3597,1095.0
8121,,1.0,1.0,No,,Monthly,808.0,,Cleveland,OH,41.4837,-81.6934,1555.0
8122,"Gym,Pool",,2.0,,,Monthly,825.0,,La Habra,CA,33.941,-117.9544,1869.0
8123,Patio/Deck,1.0,,Thumbnail,,Monthly,607.0,,Kansas City,,39.0559,-94.5927,885.0
8124,,1.0,1.0,,,Monthly,300.0,,Raleigh,NC,35.823,-78.6438,400.0
8125,,1.0,1.0,Yes,,,730.0,,Northglenn,CO,39.9041,-105.007,1300.0
8126,"Gym,Pool,View",2.0,,Thumbnail,"Cats,Dogs",Monthly,1025.0,,San Diego,,32.8761,-117.2318,2410.0
8127,"AC,Clubhouse,Gym,Hot Tub,Patio/Deck,Pool",,,Thumbnail,,Monthly,1142.0,,Dallas,TX,32.787,-96.7983,1806.0
8128,"Gym,Parking,Pool",1.0,1.0,Yes,,Monthly,846.0,,Edmond,OK,35.6217,-97.4702,975.0
8129,"Parking,Storage",2.0,2.0,No,,Monthly,,,,NJ,40.6657,-74.1193,2533.0
8130,,1.0,1.0,Thumbnail,,Monthly,250.0,,Concord,,37.9682,-122.0091,930.0
8131,"AC,Basketball,Clubhouse,Dishwasher,Fireplace,Gym,Pool,Refrigerator,Storage,Tennis",2.0,2.0,Thumbnail,,Monthly,1179.0,,Raleigh,NC,35.6696,-78.6648,1090.0
8132,"Clubhouse,Fireplace,Gated,Parking",,2.0,No,,Monthly,,,Las Vegas,,36.1132,-115.2754,1270.0
8133,Patio/Deck,1.0,3.0,Yes,,Monthly,1400.0,,Quincy,MA,42.2517,-71.0162,1800.0
8134,"Cable or Satellite,Fireplace,Gym,Parking",2.0,,,,Monthly,1164.0,,Columbus,OH,39.9872,-83.0439,2013.0
8135,"Cable or Satellite,Fireplace,Washer Dryer",,2.0,Yes,,Monthly,,,Dayton,OH,39.6379,-84.1686,869.0
8136,"Parking,Storage",,1.0,Thumbnail,,Monthly,668.0,,Chesapeake,,36.7434,-76.2257,1125.0
8137,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Gym,Hot Tub,Parking,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",1.0,1.0,Yes,,,710.0,,Woodinville,WA,47.7637,-122.118,1462.0
8138,"Fireplace,Parking,Patio/Deck",,2.0,Yes,,Monthly,818.0,,Los Angeles,CA,34.0291,-118.3543,2600.0
8139,"Storage,Washer Dryer",2.0,2.0,Yes,"Cats,Dogs",,950.0,,Norfolk,,36.8532,-76.2902,1875.0
8140,"Gated,Parking",1.0,,Thumbnail,,Monthly,,,Atlanta,GA,33.7465,-84.3915,1319.0
8141,"Fireplace,Pool",,1.0,Thumbnail,"Cats,Dogs",Monthly,571.0,3711 Cole Avenue,,,32.8212,-96.7853,1065.0
8142,"AC,Cable or Satellite,Clubhouse,Fireplace,Gym,Internet Access,Parking,Pool,Storage,Washer Dryer,Wood Floors",1.0,,Yes,"Cats,Dogs",Monthly,650.0,,Plano,TX,33.0308,-96.8003,1055.0
8143,Refrigerator,1.0,,Yes,,Monthly,,,Dayton,OH,39.7618,-84.1524,500.0
8144,"Fireplace,Washer Dryer",,1.0,,"Cats,Dogs",Monthly,775.0,,Rosemead,CA,33.955,-118.3967,2697.0
8145,"Gym,Pool",,,Yes,"Cats,Dogs",Monthly,791.0,,,NJ,40.6949,-74.2704,2090.0
8146,"Dishwasher,Gym,Parking,Wood Floors",2.0,2.0,Yes,,Monthly,1098.0,,Cambridge,,42.3739,-71.1155,3940.0
8147,"AC,Clubhouse",1.0,2.0,Yes,,Monthly,668.0,,Dallas,TX,32.8123,-96.8146,1185.0
8148,"Dishwasher,Refrigerator",1.0,1.0,Thumbnail,"Cats,Dogs",Monthly,736.0,22910 90th Avenue W Unit B407,Edmonds,WA,47.8304,-122.3456,1595.0
8149,,,1.0,Thumbnail,,Monthly,735.0,,Plano,TX,33.0735,-96.8044,1028.0
8150,"AC,Dishwasher,Fireplace,Refrigerator",2.0,2.0,Yes,,Monthly,1100.0,,Los Angeles,CA,34.0308,-118.3974,3395.0
8151,"Dishwasher,Internet Access,Parking,Refrigerator",,2.0,,"Cats,Dogs",,1337.0,310 Ivy Road,Tea,SD,43.4468,-96.8378,1425.0
8152,"Dishwasher,Gym,Internet Access,Parking,Playground,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",,,No,,Monthly,,,Lynchburg,VA,37.361,-79.2184,1026.0
8153,"AC,Cable or Satellite,Dishwasher,Pool,Refrigerator,Washer Dryer",,2.0,Thumbnail,"Cats,Dogs",Monthly,1048.0,,Smyrna,,33.8737,-84.5097,1217.0
8154,"Gym,Parking,Patio/Deck,Storage,Washer Dryer,Wood Floors",2.0,,Thumbnail,"Cats,Dogs",Monthly,1086.0,,North Royalton,OH,41.3138,-81.7454,1349.0
8155,"Parking,Pool",1.0,1.0,Yes,,Monthly,765.0,,Fort Washington,MD,38.7555,-76.9825,1325.0
8156,"AC,Elevator,Internet Access",1.0,2.0,Thumbnail,,Monthly,1018.0,,Minot,ND,48.2669,-101.3107,635.0
8157,"Refrigerator,Wood Floors",,2.0,,,Monthly,700.0,5341 Market St,,PA,39.9618,-75.2301,890.0
8158,"Basketball,Clubhouse,Gated,Gym,Internet Access,Pool,Tennis",1.0,1.0,Thumbnail,,,739.0,,Bedford,NH,42.9442,-71.5194,1700.0
8159,Parking,1.0,,Thumbnail,,Monthly,430.0,503 State St,Madison,,43.0724,-89.4003,1125.0
8160,"Clubhouse,Fireplace,Gym",1.0,,Thumbnail,,Monthly,861.0,,Roanoke,VA,37.231,-79.9375,750.0
8161,Washer Dryer,2.0,2.0,Yes,,,996.0,,Dallas,TX,32.7057,-96.8747,1095.0
8162,Parking,1.0,,Thumbnail,"Cats,Dogs",Monthly,,2104 College St,Cedar Falls,IA,42.5286,-92.4509,600.0
8163,"Parking,Washer Dryer",,1.0,Yes,,Monthly,700.0,,Edmond,OK,35.6982,-97.4325,728.0
8164,"Gym,Pool,Tennis,Washer Dryer",2.0,2.0,Yes,,,900.0,,Yorktown,VA,37.1783,-76.4582,969.0
8165,"Clubhouse,Dishwasher,Parking,Patio/Deck,Refrigerator",1.0,1.0,,,Monthly,532.0,,Tucson,AZ,32.081,-111.0958,625.0
8166,,1.0,1.0,Thumbnail,Cats,,720.0,4555 Pine St,Riverside,CA,33.945,-117.4074,1445.0
8167,"Gym,Internet Access,Patio/Deck,Pool,Washer Dryer",1.0,1.0,Thumbnail,"Cats,Dogs",,785.0,,Atlanta,GA,33.8689,-84.4279,1308.0
8168,"AC,Patio/Deck,Pool,Storage,Wood Floors",1.0,2.0,,"Cats,Dogs",,775.0,,,CA,34.1176,-118.3327,2498.0
8169,"Dishwasher,Elevator,Internet Access,Parking,Refrigerator,Washer Dryer",,1.0,,,Monthly,950.0,143 Newark Ave,Jersey City,NJ,40.7227,-74.0479,3000.0
8170,"AC,Cable or Satellite,Clubhouse,Dishwasher,Pool,TV,Washer Dryer",2.0,2.0,,,Monthly,,,Greensboro,NC,36.0703,-79.7719,1375.0
8171,Pool,1.0,2.0,Yes,"Cats,Dogs",,655.0,,,PA,40.4261,-79.7631,1745.0
8172,Parking,1.0,1.0,Yes,Cats,Monthly,735.0,,Mount Rainier,MD,38.942,-76.9632,1034.0
8173,,1.0,2.0,Yes,,,830.0,,,OH,39.1915,-84.4468,741.0
8174,"Dishwasher,Gated,Playground,Tennis",2.0,2.0,Yes,,Monthly,1101.0,,Greenville,NC,35.6264,-77.4386,956.0
8175,"Clubhouse,Gym,Parking,Pool,Refrigerator,Storage,Washer Dryer",1.0,1.0,Thumbnail,,Monthly,721.0,,,LA,32.4654,-93.814,623.0
8176,"Gym,Parking,Storage,Washer Dryer",1.0,2.0,Yes,"Cats,Dogs",Monthly,865.0,,,,39.4276,-76.7727,1360.0
8177,"Gym,Pool,Washer Dryer",1.0,1.0,Yes,,Monthly,755.0,,Danvers,,42.5694,-70.9455,1995.0
8178,"Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Patio/Deck,Refrigerator,Storage,Washer Dryer",1.0,1.0,Yes,"Cats,Dogs",Monthly,913.0,,,TX,32.8255,-97.1039,837.0
8179,"AC,Dishwasher,Gated,Gym,Hot Tub,Parking,Patio/Deck,Pool,Refrigerator",1.0,1.0,Thumbnail,,,,,Los Angeles,,34.0998,-118.3265,2105.0
8180,"Fireplace,Pool,Storage,Washer Dryer",1.0,1.0,,"Cats,Dogs",,785.0,,Durham,NC,35.9907,-78.9074,973.0
8181,"AC,Parking,Patio/Deck,Washer Dryer",1.0,1.0,Yes,,,828.0,,,,39.8889,-74.9116,1371.0
8182,"Gym,Parking,Pool",1.0,2.0,No,"Cats,Dogs",Monthly,598.0,,Secaucus,NJ,40.79,-74.0621,1975.0
8183,"Gym,Tennis",1.0,,Thumbnail,,,672.0,1401 St Edwards Drive,Austin,TX,30.3054,-97.7497,965.0
8184,"Cable or Satellite,Parking,Refrigerator",,2.0,No,,Monthly,1450.0,,Pasadena,,34.1474,-118.1391,2450.0
8185,"Clubhouse,Gym,Playground,Pool,Tennis",,2.0,Thumbnail,,Monthly,934.0,,,VA,36.8379,-76.0939,1160.0
8186,Gym,1.0,1.0,Yes,"Cats,Dogs",Monthly,,,,MA,42.4585,-71.0609,2020.0
8187,,1.0,1.0,Yes,,,900.0,,Winston Salem,NC,36.1496,-80.3226,985.0
8188,"AC,Cable or Satellite,Clubhouse,Fireplace,Gated,Gym,Pool,Refrigerator,Washer Dryer",,2.0,Yes,"Cats,Dogs",Monthly,1204.0,,Dallas,TX,32.9455,-96.7962,1358.0
8189,"Gym,Parking,Playground,Pool,Washer Dryer",2.0,3.0,Yes,,Monthly,1350.0,,,,33.7542,-84.39,1400.0
8190,"Gym,Patio/Deck,Playground,Pool,Storage,Tennis,Washer Dryer",1.0,1.0,Yes,,,,,Marietta,GA,34.0007,-84.4665,835.0
8191,"Clubhouse,Gym,Parking,Pool",1.0,2.0,,,Monthly,999.0,,Modesto,,37.6775,-120.9456,1570.0
8192,"Cable or Satellite,Internet Access,Parking,Storage",,2.0,Thumbnail,,Monthly,1140.0,,,,39.0202,-84.4402,2046.0
8193,Gym,,2.0,Thumbnail,,,1138.0,,Denver,CO,39.7597,-104.9701,1929.0
8194,"Clubhouse,Elevator,Fireplace,Gated,Gym,Parking,Pool,Storage",,2.0,Thumbnail,,Monthly,1117.0,,Hanover,MD,39.1649,-76.7156,2278.0
8195,"Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage",1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,338.0,1258 NW 3rd Avenue,Gainesville,FL,29.6533,-82.3656,1160.0
8196,"Cable or Satellite,TV",2.0,2.0,No,,Monthly,,,,CO,38.9148,-104.7713,1239.0
8197,"AC,Cable or Satellite,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator,View,Washer Dryer,Wood Floors",,2.0,Thumbnail,"Cats,Dogs",Monthly,801.0,,Santa Monica,,34.0149,-118.4914,4700.0
8198,"Clubhouse,Pool",2.0,2.0,Thumbnail,"Cats,Dogs",,1101.0,,Omaha,NE,41.2048,-96.1189,1140.0
8199,Cable or Satellite,,2.0,Yes,"Cats,Dogs",Monthly,,,Belleville,,40.7936,-74.1644,1690.0
8200,"Gym,Parking,Pool,Storage",,2.0,Yes,,,1135.0,,Denver,CO,39.7498,-104.9956,3635.0
8201,"Fireplace,Patio/Deck,Storage,Washer Dryer",1.0,1.0,Yes,,Monthly,,,,,32.7767,-97.0816,856.0
8202,"Gym,Pool",1.0,1.0,Yes,,Monthly,,,Snellville,GA,33.8162,-84.018,1075.0
8203,Washer Dryer,2.0,2.0,Yes,,Monthly,1403.0,,Boston,MA,42.328,-71.071,3900.0
8204,"Basketball,Pool,Washer Dryer",2.0,2.0,,"Cats,Dogs",,986.0,,Norcross,,33.9373,-84.2004,1000.0
8205,"Basketball,Gym,Playground,Pool,Tennis",2.0,,Thumbnail,"Cats,Dogs",,1402.0,,,GA,33.8614,-84.5382,1419.0
8206,"Dishwasher,Gym,Hot Tub,Parking,Patio/Deck,Playground,Pool,Refrigerator,Washer Dryer",1.0,2.0,Yes,"Cats,Dogs",Monthly,450.0,,Lynnwood,,47.8028,-122.2849,1073.0
8207,,,2.0,,,Monthly,1150.0,,Fort Smith,AR,35.3427,-94.375,575.0
8208,"Parking,Pool",,2.0,Thumbnail,"Cats,Dogs",Monthly,1187.0,,Manassas,VA,38.7368,-77.4203,1675.0
8209,"Parking,Refrigerator,Storage",,3.0,Thumbnail,"Cats,Dogs",,700.0,309 E Gorham St,Madison,WI,43.0724,-89.4003,1595.0
8210,"Patio/Deck,Pool,Storage",2.0,3.0,,,Monthly,1189.0,,Hyattsville,MD,38.9171,-76.8839,1358.0
8211,"Cable or Satellite,Clubhouse,Fireplace,Gym,Internet Access,Playground,Pool,Refrigerator,Storage",1.0,2.0,,,Monthly,1000.0,,Overland Park,KS,38.9915,-94.7104,815.0
8212,Gym,1.0,1.0,Yes,,Monthly,,,Stoneham,,42.4816,-71.096,2353.0
8213,"Internet Access,Parking,Refrigerator",1.0,2.0,Thumbnail,,Monthly,850.0,500 Bowie Drive Apartment 107,Dayton,OH,39.7528,-84.1744,565.0
8214,,1.0,2.0,Thumbnail,"Cats,Dogs",Monthly,785.0,1813 Bennett Dr,,,41.5657,-93.7305,900.0
8215,,2.0,2.0,,,Monthly,1009.0,,Cleveland,,41.4837,-81.6934,1999.0
8216,,2.0,2.0,Yes,,,,,Morrisville,NC,35.823,-78.6438,1660.0
